,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,organization_title_1,label
115,sudeera-withanage,Java Python Programming Language Data Engineering Big Data Analytics Machine Learning Scala Databases Problem Solving Programming Deep Learning Algorithms Data Analytics Hadoop Hive Critical Thinking Apache Spark Apache Big Data Cloud Computing Extract Transform Load ETL Agile Methodologies MapReduce Amazon Web Services AWS Cloudera Relational Databases Agile Application Development Hadoop Administration Database Development Cloud Development Discrete Mathematics JUnit DecisionMaking Telecommunications Chatbot Development Dialogflow RDBMS Refactoring Test Driven Development Machine Vision Apache NiFi Data Governance         ,"MSc, Big data analytics Robert Gordon University","BSc Eng Hons, Electronic and Telecommunication Engineering University of Moratuwa","GCE A/L, Physical Sciences Ananda College",Senior Engineer - Data Engineering Sysco LABS Sri Lanka,Senior Data Engineer Axiata Digital Labs,Data Engineer Axiata Digital Labs,Electronic Engineer Ace of Modern Electronics,Senior Engineer - Data Engineering,1
116,ruwanthi-fernando-741162104,                                                   , University of Peradeniya, , ,Product Data Engineer IBScad,Training Model Developer IBScad, , ,Product Data Engineer,1
117,gihan-danansuriya,Java MySQL SQL HTML Microsoft Word Microsoft Office Leadership Microsoft Excel Python Team Leadership PowerPoint Hive R Artificial Neural Networks Time Series Analysis Management Windows ML CEP                                 ,"Bachelor of Applied Science (BASc) ""ICT"", Information Technology Rajarata University of Sri Lanka", , ,Data Engineer PickMe (Digital Mobility Solutions Lanka (PVT) Ltd),Associate Data Engineer  PickMe (Digital Mobility Solutions Lanka (PVT) Ltd), , ,Data Engineer,1
118,samithdisal,Java JavaScript PHP MySQL SQL Linux Scala C ObjectOriented Programming OOP Python Hadoop Hive HBase Apache Spark Apache Kafka C OOP NoSQL Kubernetes Docker Design Patterns Pandas NET Spring Snowflake Azkaban Airflow Play Framework Akka Amazon EKS                      ,"Bachelor of Science (B.Sc.), Computer Software Engineering Staffordshire University"," Royal College, Horana", ,Senior Data Engineer hipages,Consultant iTelaSoft,Consultant Zone24x7,Associate Tech Lead Zone24x7,Senior Data Engineer,1
119,kaveesha-chamupathi-9b3051132,JavaScript Python Programming Language PHP SQL Web Development HTML Data Engineering Big Data Analytics Machine Learning Data Analysis Microsoft Office C Deep Learning Hadoop Time Series Analysis Statistical Data Analysis Microsoft SQL Server Predictive Analytics Amazon Web Services AWS Networking Embedded Systems RealTime Operating Systems RTOS Engineering Management                             ,"BSc Special Honours Degree in Information Tecnology, Data Science SLIIT","BSc Special Honours Degree in Information Tecnology, Computer Systems & Networking SLIIT",Mathematics Sri Dharmaloka College Kelaniya,Data Engineer Onsys Technologies,Internship Onsys Technologies, , ,Data Engineer,1
120,tharuka-salgadu,Python Programming Language HTML Cascading Style Sheets CSS HTML Scala Problem Solving C Programming Language Microsoft Office C Programming Languages R Education                                        ,"Bachelor of Science - BS, Computer Science University of Colombo School of Computing", , ,Data Engineer Intern VizuaMatix, , , ,Data Engineer Intern,1
121,ruvindi-gunathilake-a893b71b7,Python Programming Language C Programming Language C                                                 ,"BSc (Hons) in Information Technology, Data Science SLIIT","Advanced Level, Bio Science Ananda Shasthralaya, National School, Mathugama", ,Associate Data Engineer Cloud Solutions International,Data Engineer - Intern Cloud Solutions International, , ,Associate Data Engineer,1
122,eimalive,Java JavaScript Python Programming Language PHP Cascading Style Sheets CSS HTML Data Engineering Machine Learning Scala Leadership Data Visualization Data Science Hadoop Apache Spark Business Intelligence BI Data Warehousing JavaFX Unity Game Design                                 ,"BSc in Information Technology, Data Science SLIIT", Dutugemunu College, ,Data Engineer PickMe (Digital Mobility Solutions Lanka (PVT) Ltd),Software Engineer Zone24x7,Associate Software Engineer Zone24x7,Trainee Associate Software Engineer Zone24x7,Data Engineer,1
123,sachithra-anushanka-reading-data-science-degree-in-nibm-01110b135,Microsoft Office Teamwork Microsoft Excel Team Leadership Management Inventory Management Supply Chain Management Procurement                                            ,"Bachelor's degree, Data Science National Institute of Business Management (NIBM - Sri Lanka)","Bachelor of Science (BSc), International Trasportation Management and Logistics CINEC Maritime Campus", Rahula College,Data Engineer DATAMTX LLC,Associate Data Engineer Zkewed An Analytics Company,Associate Functional Consultant (JDE) Pyxle,Inventory Control Executive Abans Group (Pvt) Ltd.,Data Engineer,1
124,weiliang-zhou,Python Programming Language Data Analysis MongoDB Python R Microsoft SQL Server Extract Transform Load ETL Amazon Web Services AWS Django MATLAB CouchDB ArcGIS                                      ,"Master's degree, Information Technology University of Melbourne","Bachelor of Science - BS, Applied Mathematics Harbin Institute of Technology at Weihai", ,"Data Engineer Department of Environment, Land, Water and Planning",Modeling Engineer SavvyPlus Consulting, , ,Data Engineer,1
125,vimukthi-perera-69143630,XML SQL HTML Microsoft SQL Server C Web Services Java Enterprise Edition Requirements Analysis Oracle PLSQL Tomcat                                         ,"Information Technology, Information Technology SLIIT", , ,Assistant Manager Data Engineer Hatton National Bank PLC,Senior Software Engineer Hatton National Bank PLC,Software Engineer Hatton National Bank PLC, ,Assistant Manager Data Engineer,1
126,janagansiva,Java C JavaScript PHP MySQL HTML SQL Web Development Linux Software Development Programming Microsoft Office C PowerPoint Software Project Management Quality Assurance C Android NoSQL Database Design Mobile Application Development System Testing                              ,"Doctor of Philosophy - Ph.D., Information Technology Western Sydney University",B.Sc (Hons) in Software Engineering University of Colombo,A/L Physical Science D. S. Senanayake College,Data Engineer WooliesX,Product Manager WIDYA,Researcher Western Sydney University,Graduate Teaching Assistant Western Sydney University,Data Engineer,1
127,dulika-rnasinghe-657210b2,SQL Data Engineering Microsoft Azure Leadership Python Concurrent Programming Natural Language Processing NLP Data Science Management Apache Spark Keras Big Data Data Warehousing Web Scraping NLTK Flask Azure Data Factory Azure Data Lake Azure Databricks Selenium                                ,"Bachelor of Engineering (B.Eng.), Computer Software Engineering University of Westminster", Rahula College, ,Senior Data Engineer MAS Holdings,Co Founder Rapticon,Data Engineer MAS Holdings,Software Engineer Internship MAS Holdings,Senior Data Engineer,1
128,quoc-nguyen-a6b632b8,Java Python Programming Language Scala Hadoop Hive HBase Apache Pig Google Cloud Platform GCP Apache Spark Apache Kafka Cassandra Google BigQuery Apache Phoenix Hontorworks                                      ,"2017, Information Technology University of Information Technology", , ,Data Engineer Scommerce,Data Engineer ANTS Programmatic,Software Engineer Global CyberSoft JSC, ,Data Engineer,1
129,ujjwal-batra,Java JavaScript Python Programming Language MySQL Cascading Style Sheets CSS SQL Git HTML Big Data Analytics Software Development Programming Microsoft Office C Reactjs API Development Data Mining Hadoop Artificial Intelligence AI Google Cloud Platform GCP Docker Products MapReduce Usability Testing JSON ASPNET Microservices Oracle Database Database Management System DBMS Unix REST API Java Database Connectivity JDBC Go Programming Language Swift JSX Amazon Elastic MapReduce EMR Agent oriented Programming SARL Automated Planning Multiagent Systems Multi agent programming Adobe Experience Platform AEP            ,Master of Information Technology RMIT University,"Bachelor of Technology - BTech, Mechanical Engineering Dronacharya College Of Engineering, Gurgaon, Haryana, India", ,Data Engineer carsales.com.au,Software Engineer carsales.com.au,Academic Tutor RMIT University,Intern Software Engineer Vonex Ltd,Data Engineer,1
130,arshad-anzar-a088a8127,JavaScript Python Programming Language Bootstrap SQL Web Development Machine Learning Data Analysis C MongoDB Microsoft Excel Python Data Mining Data Visualization Data Science Hadoop R Analytics PyTorch Shell Scripting Amazon Web Services AWS Apache Spark Streaming Apache Kafka Android Development NoSQL Neural Networks Web Design c Search Engines Stream Processing jsp plsql servle                    ,"BSc special (Hons) in Information Technology , Specialized in Data Science SLIIT","Advanced Level , Mathematics Hindu College Colombo", ,Consultant - Data Engineer SprigHub,Engineer- Data Analytics Salpo Technologies,Freelance - Data Engineer  Upwork,Intern - system development & data analytics Sri Lanka Telecom,Consultant - Data Engineer,1
131,tonylew007,JavaScript PHP MySQL XML SQL Linux Software Development Databases Microsoft SQL Server Cloud Computing Agile Methodologies C Web Services Web Applications ASPNET NET Windows Server TransactSQL TSQL TSQL Scalability                                ,"Certifcate in Data Science, Data Science Johns Hopkins Bloomberg School of Public Health","Bachelor's degree, Mathematics and Computer Science University of California, Los Angeles", ,Data Engineer Independent,Database Architect and Lead American Standard Television,Database Engineer Edgecast Networks Inc,Database Engineer Independent,Data Engineer,1
132,matthew-xinpeng-wu-296357148,Java JavaScript Python Programming Language PHP Cascading Style Sheets CSS Bootstrap Nodejs Git HTML Machine Learning Data Analysis Reactjs Vuejs Firebase Expressjs Data Science Artificial Intelligence AI Shell Scripting Amazon Web Services AWS Django TypeScript PHP Applications Cloud Applications Heroku                            ,"Master's degree, Computer Software Engineering University of Technology Sydney",Bachelor's degree Fujian Agriculture and Forestry University, ,Data Engineer OCBC Bank,软件顾问 FDM Group,Full Stack Developer JR Academy,Web Development Intern INTERACT Technology,Data Engineer,1
133,shanenleen,Java Python Programming Language SQL Data Engineering Data Analysis Microsoft Azure Databases Problem Solving Hadoop Management Apache Spark Business Strategy Big Data Data Warehousing Telecommunications Oracle Database Agile Project Management Data Pipelines Azure Databricks Digital Transformation Data Integration Data Lakes                              ,"Master of Business Administration - MBA, Business Analytics Cardiff Metropolitan University","Bachelor of Science (BSc), Information Technology SLIIT","High School, Combined Mathematics Rajasinghe Central College - Hanwella",Data Engineer at Octave - JKH Data and Advanced Analytics Centre of Excellence OCTAVE - John Keells Group,BI Engineer – Business Intelligence and RA Systems Dialog Axiata PLC, , ,Data Engineer at Octave - JKH Data and Advanced Analytics Centre of Excellence,1
134,ayodhya-dayananda-624463140,JavaScript MySQL SQL Git Linux HTML Microsoft Azure java ObjectOriented Programming OOP Firebase Hadoop Hive Quality Assurance Apache Kafka Hadoop Administration Android Development Eclipse Android Software Quality Assurance Firewalls Databricks Azure Data Factory Azure Data Lake SQLite Android Studio Jira PhpMyAdmin Azure Databricks Jenkins Bitbucket Snowflake Red Hat Linux Splunk Red Hat Enterprise Linux RHEL Azure DevOps Server Ansible Selenium WebDriver Android SDK Snowflake Cloud Internet Information Services IIS RunDeck TestNG Apache ZooKeeper Kafka Confluent Kafka Scala Splunk Cloud Dynatrace Azure Postman  ,"Bsc in Information Technology, Information Technology SLIIT", Ananda College, ,Software Engineer - Data Engineering Wiley Sri Lanka,Java Software Engineer (Junior) GEICO,Software Engineer I ARITHMOS (PVT) LTD,Sales Engineer Finetech : Google Cloud Premier Partner,Software Engineer - Data Engineering,1
